box_pos_x,box_pos_y,box_pos_z,change_pos,collisions,energy,pos_x,pos_y,pos_z,t,vel_x,vel_y,vel_z
3.18645018554476e-08,-4.193492750094963e-08,5.6047763165796775e-09,5.065579466701158e-09,440,8.511038594995316e-21,3.8186450185545174e-07,8.065072499048846e-09,-6.9439522368342e-07,5.2459999999999995e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
2.8812031152607355e-08,-4.5974425038872425e-08,5.446733338621051e-09,5.065579466701158e-09,440,8.511038594995316e-21,3.788120311526115e-07,4.02557496112605e-09,-6.945532666613785e-07,5.247e-08,-305.24707028402474,-403.94975379227964,-15.804297795862588
2.575956044976711e-08,-5.001392257679522e-08,5.288690360662425e-09,5.065579466701158e-09,441,8.511038594995316e-21,3.757595604497713e-07,-1.3922576796746185e-11,-6.947113096393371e-07,5.248e-08,-85.10172257203524,76.71093930746169,-29.416683625540742
2.4908543224046757e-08,5.075318681627939e-08,4.9945235244070175e-09,1.1828868360788312e-09,441,4.640990632087443e-22,3.7490854322405093e-07,7.531868162778706e-10,-6.950054764755926e-07,5.2489999999999996e-08,-85.10172257203524,76.71093930746169,-29.416683625540742
2.4057525998326406e-08,1.520296209354008e-09,4.70035668815161e-09,1.1828868360788312e-09,441,4.640990632087443e-22,3.740575259983306e-07,1.5202962093524874e-09,-6.95299643311848e-07,5.2499999999999994e-08,-85.10172257203524,76.71093930746169,-29.416683625540742
2.3206508772606054e-08,2.287405602428625e-09,4.406189851896202e-09,1.1828868360788312e-09,441,4.640990632087443e-22,3.7320650877261023e-07,2.287405602427104e-09,-6.955938101481034e-07,5.251e-08,-85.10172257203524,76.71093930746169,-29.416683625540742
2.2355491546885702e-08,3.054514995503242e-09,4.112023015640795e-09,1.1828868360788312e-09,441,4.640990632087443e-22,3.723554915468899e-07,3.054514995501721e-09,-6.958879769843589e-07,5.2519999999999996e-08,-85.10172257203524,76.71093930746169,-29.416683625540742
2.150447432116535e-08,3.821624388577859e-09,3.817856179385387e-09,1.1828868360788312e-09,441,4.640990632087443e-22,3.715044743211695e-07,3.8216243885763376e-09,-6.961821438206143e-07,5.2529999999999995e-08,-85.10172257203524,76.71093930746169,-29.416683625540742
2.0653457095445e-08,4.588733781652476e-09,3.5236893431299797e-09,1.1828868360788312e-09,441,4.640990632087443e-22,3.7065345709544917e-07,4.5887337816509545e-09,-6.964763106568698e-07,5.254e-08,-85.10172257203524,76.71093930746169,-29.416683625540742
1.9802439869724647e-08,5.355843174727093e-09,3.229522506874572e-09,1.1828868360788312e-09,442,4.640990632087443e-22,3.698024398697288e-07,5.3558431747255714e-09,-6.967704774931252e-07,5.255e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.903834356700112e-08,2.1124568141246104e-09,7.726106776778072e-09,5.596665823534722e-09,442,1.0389222474752297e-20,3.690383435670053e-07,2.1124568141230892e-09,-6.922738932232217e-07,5.2559999999999996e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.8274247264277593e-08,-1.1309295464778718e-09,1.2222691046681574e-08,5.596665823534722e-09,442,1.0389222474752297e-20,3.6827424726428175e-07,-1.130929546479393e-09,-6.877773089533183e-07,5.2569999999999994e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.7510150961554066e-08,-4.374315907080354e-09,1.6719275316585076e-08,5.596665823534722e-09,442,1.0389222474752297e-20,3.675101509615582e-07,-4.374315907081875e-09,-6.832807246834148e-07,5.258e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.674605465883054e-08,-7.617702267682836e-09,2.1215859586488578e-08,5.596665823534722e-09,442,1.0389222474752297e-20,3.6674605465883467e-07,-7.617702267684358e-09,-6.787841404135114e-07,5.2589999999999996e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.598195835610701e-08,-1.0861088628285318e-08,2.571244385639208e-08,5.596665823534722e-09,442,1.0389222474752297e-20,3.6598195835611113e-07,-1.086108862828684e-08,-6.742875561436079e-07,5.2599999999999995e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.5217862053383484e-08,-1.4104474988887799e-08,3.020902812629558e-08,5.596665823534722e-09,442,1.0389222474752297e-20,3.652178620533876e-07,-1.4104474988889321e-08,-6.697909718737044e-07,5.261e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.4453765750659955e-08,-1.734786134949028e-08,3.470561239619908e-08,5.596665823534722e-09,442,1.0389222474752297e-20,3.6445376575066406e-07,-1.7347861349491802e-08,-6.65294387603801e-07,5.262e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.3689669447936426e-08,-2.059124771009276e-08,3.920219666610258e-08,5.596665823534722e-09,442,1.0389222474752297e-20,3.636896694479405e-07,-2.0591247710094284e-08,-6.607978033338975e-07,5.2629999999999995e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.2925573145212897e-08,-2.3834634070695243e-08,4.369878093600608e-08,5.596665823534722e-09,442,1.0389222474752297e-20,3.62925573145217e-07,-2.3834634070696765e-08,-6.56301219063994e-07,5.2639999999999994e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.2161476842489368e-08,-2.7078020431297724e-08,4.8195365205909577e-08,5.596665823534722e-09,442,1.0389222474752297e-20,3.6216147684249345e-07,-2.7078020431299246e-08,-6.518046347940906e-07,5.265e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.139738053976584e-08,-3.032140679190021e-08,5.2691949475813075e-08,5.596665823534722e-09,442,1.0389222474752297e-20,3.613973805397699e-07,-3.032140679190173e-08,-6.473080505241871e-07,5.2659999999999996e-08,-76.40963027235286,-324.33863606024823,449.6584269903501
1.063328423704231e-08,-3.356479315250269e-08,7.1885337457165785e-09,5.596665823534722e-09,443,1.0389222474752297e-20,3.606332842370464e-07,-3.356479315250421e-08,-6.428114662542836e-07,5.2669999999999995e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
9.239734701487038e-09,-3.1899412818664675e-08,2.0294548207445968e-09,5.597460792044085e-09,443,1.0392174121872066e-20,3.592397347014911e-07,-3.1899412818666197e-08,-6.479705451792556e-07,5.268e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
7.846185165931765e-09,-3.023403248482666e-08,-3.129624104227385e-09,5.597460792044085e-09,443,1.0392174121872066e-20,3.5784618516593584e-07,-3.023403248482818e-08,-6.531296241042277e-07,5.269e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
6.452635630376493e-09,-2.8568652150988643e-08,-8.288703029199367e-09,5.597460792044085e-09,443,1.0392174121872066e-20,3.564526356303806e-07,-2.8568652150990165e-08,-6.582887030291997e-07,5.2699999999999995e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
5.059086094821221e-09,-2.6903271817150627e-08,-1.3447781954171348e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.550590860948253e-07,-2.690327181715215e-08,-6.634477819541717e-07,5.2709999999999994e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
3.665536559265949e-09,-2.523789148331261e-08,-1.860686087914333e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.5366553655927004e-07,-2.5237891483314133e-08,-6.686068608791437e-07,5.272e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
